time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010464169638	8.27993	-7.23404	-3.04999	0.836991	0	lidar	2.12285e-314	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002
1477010464219690	8.28257	-7.23722	-3.03694	0.826821	0	radar	12.8613	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688
1477010464269742	8.2659	-7.25827	-3.03669	0.824334	0	lidar	2.12285e-314	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689
1477010464319689	8.26772	-7.26059	-3.02485	0.81465	0	radar	11.1343	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319
1477010464369636	8.25117	-7.28025	-3.02463	0.81227	0	lidar	2.12285e-314	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319
1477010464424678	8.25276	-7.28229	-3.01841	0.806926	0	radar	4.1763	4.43672	-11.0976	4.45	-11.05	0	1.8168
1477010464479720	8.23647	-7.30101	-3.01821	0.80463	0	lidar	2.12285e-314	4.43803	-10.9525	4.45	-10.95	0	1.81679
1477010464529697	8.23738	-7.30235	-3.00932	0.796772	0	radar	7.40094	4.40556	-10.7068	4.45	-10.8	0	3.00139
1477010464579674	8.22159	-7.31969	-3.00913	0.794604	0	lidar	2.12285e-314	4.45507	-10.6618	4.45	-10.65	0	3.00138
1477010464629664	8.22227	-7.32075	-3.00435	0.790178	0	radar	2.63649	4.44716	-10.5583	4.45	-10.55	0	2.00041
1477010464679655	8.20683	-7.33704	-3.00418	0.788105	0	lidar	2.12285e-314	4.45187	-10.4417	4.45	-10.45	0	2.00038
1477010464729676	8.20697	-7.33752	-2.99789	0.782121	0	radar	4.42922	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875
1477010464779698	8.1923	-7.35232	-2.99773	0.780201	0	lidar	2.12285e-314	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871
1477010464834700	8.19219	-7.35252	-2.99104	0.773593	0	radar	5.47981	4.56608	-10.005	4.55	-10	0	2.72717
1477010464889703	8.17796	-7.366	-2.9909	0.771792	0	lidar	2.12285e-314	4.55922	-9.84124	4.55	-9.85	0	2.72714
1477010464944669	8.17734	-7.36562	-2.98659	0.767331	0	radar	2.73954	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895
1477010464999636	8.16413	-7.37758	-2.98646	0.7657	0	lidar	2.12285e-314	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894
1477010465049633	8.16305	-7.37667	-2.98094	0.759802	0	radar	4.96256	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019
1477010465099631	8.15057	-7.38726	-2.98083	0.758311	0	lidar	2.12285e-314	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015
1477010465149630	8.14958	-7.38639	-2.97941	0.756718	0	radar	0.734216	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005
1477010465199629	8.13798	-7.39589	-2.97932	0.755358	0	lidar	2.12285e-314	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004
1477010465249644	8.13678	-7.39478	-2.97504	0.750513	0	radar	3.73045	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911
1477010465299660	8.12595	-7.40291	-2.97496	0.749296	0	lidar	2.12285e-314	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907
1477010465354651	8.12473	-7.40172	-2.97421	0.748396	0	radar	0.666951	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849
1477010465409643	8.11485	-7.40893	-2.97414	0.747301	0	lidar	2.12285e-314	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846
1477010465459626	8.11299	-7.40702	-2.97141	0.744057	0	radar	2.74232	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103
1477010465509610	8.10406	-7.41277	-2.97136	0.743121	0	lidar	2.12285e-314	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099
1477010465559622	8.10201	-7.41061	-2.97124	0.742952	0	radar	1.48929	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953
1477010465609635	8.094	-7.41535	-2.9712	0.742142	0	lidar	2.12285e-314	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995
1477010465659638	8.09202	-7.41325	-2.96973	0.740339	0	radar	1.90336	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989
1477010465709641	8.08457	-7.4172	-2.9697	0.739618	0	lidar	2.12285e-314	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988
1477010465759698	8.08246	-7.41493	-2.96939	0.739212	0	radar	1.6411	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772
1477010465809756	8.07589	-7.41778	-2.96937	0.738622	0	lidar	2.12285e-314	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977
1477010465864704	8.07387	-7.41558	-2.96946	0.738721	0	radar	1.48972	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199
1477010465919652	8.06816	-7.41748	-2.96946	0.738248	0	lidar	2.12285e-314	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991
1477010465969718	8.06578	-7.41484	-2.97121	0.740419	0	radar	2.77333	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736
1477010466019784	8.06128	-7.41567	-2.97122	0.740095	0	lidar	2.12285e-314	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736
1477010466074711	8.05944	-7.41363	-2.97315	0.742439	0	radar	2.0724	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303
1477010466129638	8.05566	-7.41392	-2.97316	0.742195	0	lidar	2.12285e-314	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298
1477010466179676	8.05373	-7.41176	-2.97358	0.742687	0	radar	1.45469	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848
1477010466229715	8.05079	-7.41113	-2.9736	0.742558	0	lidar	2.12285e-314	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846
1477010466284723	8.04924	-7.40938	-2.97587	0.745245	0	radar	2.02664	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792
1477010466339731	8.04745	-7.40761	-2.9759	0.745265	0	lidar	2.12285e-314	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792
1477010466394730	8.04599	-7.40594	-2.97653	0.74599	0	radar	0.919973	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821
1477010466449729	8.04503	-7.40334	-2.97657	0.746118	0	lidar	2.12285e-314	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821
1477010466504757	8.04348	-7.40156	-2.97873	0.748603	0	radar	1.91499	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632
1477010466559785	8.04319	-7.3985	-2.97877	0.748803	0	lidar	2.12285e-314	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632
1477010466614740	8.04198	-7.39709	-2.98252	0.753015	0	radar	3.44209	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839
1477010466669696	8.04266	-7.39336	-2.98257	0.75332	0	lidar	2.12285e-314	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826
1477010466719684	8.0412	-7.39165	-2.98407	0.754954	0	radar	1.30393	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048
1477010466769672	8.04261	-7.38706	-2.98413	0.755364	0	lidar	2.12285e-314	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048
1477010466824677	8.04162	-7.38587	-2.98699	0.758433	0	radar	1.95962	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801
1477010466879683	8.04416	-7.38039	-2.98706	0.758972	0	lidar	2.12285e-314	8.45315	-5.97158	8.45	-5.95	2.727	1.818
1477010466929651	8.04333	-7.37937	-2.98979	0.761824	0	radar	1.65955	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064
1477010466979619	8.04654	-7.37327	-2.98986	0.762446	0	lidar	2.12285e-314	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064
1477010467029625	8.0461	-7.37268	-2.99389	0.766556	0	radar	2.95676	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976
1477010467079632	8.05034	-7.36568	-2.99397	0.767303	0	lidar	2.12285e-314	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974
1477010467129707	8.05021	-7.36542	-2.99628	0.769591	0	radar	0.933816	9.21669	-5.64514	9.05	-5.55	1.99699	1.997
1477010467179782	8.05522	-7.35761	-2.99637	0.770441	0	lidar	2.12285e-314	9.15342	-5.45253	9.15	-5.45	1.997	1.99701
1477010467234830	8.05476	-7.35697	-2.99858	0.772586	0	radar	0.931498	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659
1477010467289878	8.06049	-7.34828	-2.99868	0.773541	0	lidar	2.12285e-314	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659
1477010467344757	8.0602	-7.34781	-3.00093	0.775698	0	radar	0.905996	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219
1477010467399636	8.06662	-7.33836	-3.00104	0.776748	0	lidar	2.12285e-314	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219
1477010467449735	8.06659	-7.33817	-3.00489	0.780374	0	radar	2.36988	9.62802	-5.02338	9.65	-5	1.99604	0.998028
1477010467499834	8.07367	-7.32824	-3.00501	0.781496	0	lidar	2.12285e-314	9.75	-4.94288	9.75	-4.95	1.99605	0.998028
1477010467554811	8.07389	-7.32832	-3.00708	0.783398	0	radar	0.727025	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894
1477010467609788	8.08163	-7.31767	-3.0072	0.784611	0	lidar	2.12285e-314	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894
1477010467664743	8.08198	-7.31788	-3.0089	0.78615	0	radar	0.548046	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951
1477010467719699	8.09049	-7.30607	-3.00903	0.787491	0	lidar	2.12285e-314	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948
1477010467774672	8.0908	-7.30621	-3.01157	0.789768	0	radar	1.06705	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907
1477010467829645	8.10003	-7.29364	-3.01172	0.791204	0	lidar	2.12285e-314	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907
1477010467879630	8.10079	-7.29426	-3.01414	0.793342	0	radar	1.16468	10.56	-4.15868	10.45	-4.1	2.00061	3.0009
1477010467929615	8.1108	-7.28058	-3.0143	0.794904	0	lidar	2.12285e-314	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009
1477010467979624	8.11173	-7.28135	-3.01817	0.798261	0	radar	2.53755	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964
1477010468029634	8.12237	-7.26689	-3.01833	0.799915	0	lidar	2.12285e-314	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962
1477010468079642	8.12315	-7.2675	-3.01825	0.799861	0	radar	0.368733	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952
1477010468129651	8.13433	-7.25198	-3.01843	0.801621	0	lidar	2.12285e-314	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949
1477010468179635	8.13528	-7.25274	-3.0224	0.804988	0	radar	2.64035	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064
1477010468229619	8.14707	-7.23656	-3.02258	0.806832	0	lidar	2.12285e-314	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064
1477010468279692	8.14801	-7.23731	-3.0229	0.807108	0	radar	0.524286	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563
1477010468329766	8.16028	-7.22013	-3.0231	0.80905	0	lidar	2.12285e-314	11.1569	-2.944	11.15	-2.95	0.998526	2.9956
1477010468384690	8.16128	-7.22092	-3.02145	0.807712	0	radar	0.91916	11.1386	-2.78926	11.15	-2.8	0	2.73104
1477010468439615	8.17366	-7.20291	-3.02166	0.80972	0	lidar	2.12285e-314	11.141	-2.65084	11.15	-2.65	0	2.73102
1477010468494625	8.17454	-7.20355	-3.02074	0.808974	0	radar	0.604587	11.1042	-2.54354	11.15	-2.55	0	1.81785
1477010468549635	8.18701	-7.18502	-3.02095	0.811023	0	lidar	2.12285e-314	11.1497	-2.45904	11.15	-2.45	0	1.81785
1477010468599702	8.18788	-7.18563	-3.02458	0.814072	0	radar	2.35305	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465
1477010468649769	8.20119	-7.16572	-3.02481	0.816269	0	lidar	2.12285e-314	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465
1477010468704758	8.2022	-7.16646	-3.02444	0.815987	0	radar	0.658034	11.3117	-1.92025	11.35	-1.95	0	1.81854
1477010468759748	8.21554	-7.14609	-3.02468	0.818218	0	lidar	2.12285e-314	11.3504	-1.8663	11.35	-1.85	0	1.81853
1477010468814741	8.21667	-7.14693	-3.02445	0.81805	0	radar	0.757796	11.4185	-1.70062	11.35	-1.7	0	2.72762
1477010468869734	8.23021	-7.12562	-3.0247	0.82036	0	lidar	2.12285e-314	11.3568	-1.53205	11.35	-1.55	0	2.72762
1477010468924749	8.23104	-7.12614	-3.02156	0.817805	0	radar	1.90712	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653
1477010468979764	8.24441	-7.10414	-3.02181	0.820153	0	lidar	2.12285e-314	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653
1477010469034705	8.24492	-7.10434	-3.01725	0.816366	0	radar	3.46142	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021
1477010469089646	8.25794	-7.08164	-3.01752	0.818742	0	lidar	2.12285e-314	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021
1477010469139628	8.2582	-7.08158	-3.01418	0.815895	0	radar	2.16309	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107
1477010469189611	8.27106	-7.05822	-3.01446	0.818309	0	lidar	2.12285e-314	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104
1477010469239610	8.27098	-7.05782	-3.00927	0.813768	0	radar	4.98409	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006
1477010469289610	8.28344	-7.0339	-3.00955	0.816197	0	lidar	2.12285e-314	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003
1477010469344622	8.28333	-7.03347	-3.00569	0.812703	0	radar	3.23245	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892
1477010469399634	8.29523	-7.00959	-3.00598	0.815095	0	lidar	2.12285e-314	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893
1477010469449624	8.29484	-7.00889	-2.99979	0.809316	0	radar	8.21658	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041
1477010469499614	8.30602	-6.98475	-3.00008	0.811685	0	lidar	2.12285e-314	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041
1477010469549703	8.30509	-6.98354	-2.99646	0.808128	0	radar	3.96152	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0
1477010469599792	8.3156	-6.95979	-2.99675	0.810429	0	lidar	2.12285e-314	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0
1477010469654702	8.31461	-6.95852	-2.99185	0.805445	0	radar	6.98002	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584
1477010469709612	8.32435	-6.93488	-2.99214	0.807693	0	lidar	2.12285e-314	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584
1477010469759688	8.32248	-6.93281	-2.98681	0.801995	0	radar	10.1766	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471
1477010469809764	8.33147	-6.90926	-2.98711	0.804191	0	lidar	2.12285e-314	9.45825	0.149456	9.45	0.15	-2.99545	0.998471
1477010469864720	8.3292	-6.90684	-2.98423	0.800913	0	radar	5.74411	9.22819	0.16178	9.35	0.15	-1.81963	0
1477010469919677	8.33754	-6.88368	-2.98452	0.803043	0	lidar	2.12285e-314	9.24456	0.139817	9.25	0.15	-1.81962	0
1477010469969667	8.33506	-6.88108	-2.97993	0.797628	0	radar	10.9656	9.0729	0.205961	9.1	0.2	-3.00059	1.0002
1477010470019657	8.34267	-6.85798	-2.98023	0.799711	0	lidar	2.12285e-314	8.96281	0.250937	8.95	0.25	-3.0006	1.0002
1477010470069658	8.33986	-6.8551	-2.97611	0.794512	0	radar	11.3427	8.84168	0.257617	8.8	0.25	-2.99995	0
1477010470119659	8.3466	-6.83245	-2.9764	0.796512	0	lidar	2.12285e-314	8.65606	0.24536	8.65	0.25	-2.99994	0
1477010470169772	8.3432	-6.82906	-2.97272	0.791527	0	radar	12.6042	8.43549	0.247188	8.5	0.25	-2.99323	0
1477010470219886	8.34907	-6.80683	-2.97301	0.793445	0	lidar	2.12285e-314	8.34184	0.250769	8.35	0.25	-2.9932	0
1477010470274784	8.34544	-6.80326	-2.96996	0.789	0	radar	12.0929	8.27073	0.243988	8.2	0.25	-2.73233	0
1477010470329682	8.35048	-6.78142	-2.97025	0.790841	0	lidar	2.12285e-314	8.03847	0.260731	8.05	0.25	-2.73234	0
1477010470379643	8.34643	-6.7775	-2.96713	0.785963	0	radar	14.7485	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078
1477010470429605	8.35054	-6.75643	-2.96741	0.787695	0	lidar	2.12285e-314	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077
1477010470479672	8.34574	-6.75188	-2.96431	0.782407	0	radar	19.0786	7.46173	0.143776	7.6	0.15	-2.99599	0
1477010470529740	8.34909	-6.7312	-2.96458	0.784066	0	lidar	2.12285e-314	7.45455	0.149294	7.45	0.15	-2.99596	0
1477010470584745	8.3442	-6.72661	-2.96317	0.781349	0	radar	13.7807	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998
1477010470639750	8.34696	-6.70653	-2.96344	0.782931	0	lidar	2.12285e-314	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998
1477010470694797	8.34201	-6.70192	-2.96118	0.778394	0	radar	17.8648	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664
1477010470749845	8.34373	-6.68284	-2.96144	0.779843	0	lidar	2.12285e-314	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662
1477010470804752	8.33848	-6.67804	-2.96108	0.7789	0	radar	13.5361	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126
1477010470859660	8.33979	-6.65983	-2.96133	0.780266	0	lidar	2.12285e-314	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124
1477010470909720	8.33391	-6.65447	-2.95919	0.775361	0	radar	23.636	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759
1477010470959781	8.33429	-6.63723	-2.95943	0.776603	0	lidar	2.12285e-314	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757
1477010471014729	8.32826	-6.63186	-2.95923	0.775891	0	radar	17.3404	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986
1477010471069677	8.32815	-6.61578	-2.95946	0.777021	0	lidar	2.12285e-314	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986
1477010471119716	8.32209	-6.61043	-2.95951	0.776934	0	radar	17.3233	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766
1477010471169756	8.32147	-6.5955	-2.95972	0.777954	0	lidar	2.12285e-314	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763
1477010471224778	8.3151	-6.58994	-2.95972	0.777702	0	radar	19.0503	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618
1477010471279801	8.31394	-6.5761	-2.95991	0.778612	0	lidar	2.12285e-314	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616
1477010471334717	8.30804	-6.57103	-2.96129	0.781949	0	radar	19.8428	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144
1477010471389633	8.30694	-6.5581	-2.96147	0.782799	0	lidar	2.12285e-314	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144
1477010471439714	8.30113	-6.55314	-2.96249	0.785017	0	radar	17.3909	6.34	-1.88987	6.35	-1.9	0	-2.99515
1477010471489795	8.29985	-6.54115	-2.96267	0.785789	0	lidar	2.12285e-314	6.35828	-2.03886	6.35	-2.05	0	-2.99515
1477010471544769	8.29438	-6.53651	-2.96378	0.78812	0	radar	15.7924	6.45002	-2.23466	6.35	-2.2	0	-2.72856
1477010471599744	8.29282	-6.52553	-2.96394	0.788804	0	lidar	2.12285e-314	6.34057	-2.34076	6.35	-2.35	0	-2.72854
1477010471654796	8.28761	-6.52118	-2.96592	0.792829	0	radar	17.932	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247
1477010471709849	8.28609	-6.51111	-2.96606	0.793452	0	lidar	2.12285e-314	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467
1477010471764848	8.28101	-6.50685	-2.96723	0.79557	0	radar	13.6404	6.46538	-2.81029	6.45	-2.8	0	-2.72732
1477010471819848	8.27929	-6.49771	-2.96736	0.796115	0	lidar	2.12285e-314	6.45762	-2.94003	6.45	-2.95	0	-2.7273
1477010471874849	8.27427	-6.49359	-2.96994	0.800757	0	radar	18.8313	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363
1477010471929851	8.27246	-6.48563	-2.97005	0.801214	0	lidar	2.12285e-314	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626
1477010471984794	8.26812	-6.48209	-2.97258	0.805384	0	radar	14.5239	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301
1477010472039737	8.26635	-6.47508	-2.97268	0.805776	0	lidar	2.12285e-314	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301
1477010472094797	8.26231	-6.4718	-2.97535	0.809876	0	radar	13.1629	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243
1477010472149858	8.26054	-6.46562	-2.97544	0.81021	0	lidar	2.12285e-314	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428
1477010472204746	8.25672	-6.46253	-2.97813	0.814078	0	radar	11.8059	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284
1477010472259634	8.25497	-6.45718	-2.97821	0.814353	0	lidar	2.12285e-314	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284
1477010472309642	8.25155	-6.45443	-2.98075	0.817791	0	radar	9.43575	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968
1477010472359651	8.24992	-6.44962	-2.98082	0.818035	0	lidar	2.12285e-314	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966
1477010472409738	8.24687	-6.44723	-2.98525	0.823791	0	radar	15.2687	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479
1477010472459825	8.24548	-6.44321	-2.98531	0.823995	0	lidar	2.12285e-314	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479
1477010472509776	8.24277	-6.44107	-2.9887	0.828049	0	radar	8.89703	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196
1477010472559728	8.24154	-6.43751	-2.98875	0.828228	0	lidar	2.12285e-314	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194
1477010472614692	8.23929	-6.43576	-2.99257	0.832578	0	radar	8.64083	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906
1477010472669657	8.23802	-6.43304	-2.99261	0.832697	0	lidar	2.12285e-314	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904
1477010472719663	8.23601	-6.43155	-2.9985	0.839092	0	radar	15.3195	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964
1477010472769669	8.23503	-6.42955	-2.99854	0.839175	0	lidar	2.12285e-314	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964
1477010472819650	8.23362	-6.42849	-3.00248	0.843149	0	radar	6.1282	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076
1477010472869632	8.23273	-6.42695	-3.0025	0.843206	0	lidar	2.12285e-314	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074
1477010472924680	8.23152	-6.4261	-3.00826	0.848774	0	radar	10.8471	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249
1477010472979728	8.23088	-6.42533	-3.00827	0.848791	0	lidar	2.12285e-314	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249
1477010473034718	8.23027	-6.42492	-3.0121	0.85229	0	radar	4.17655	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851
1477010473089709	8.22973	-6.42466	-3.01211	0.852276	0	lidar	2.12285e-314	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849
1477010473144782	8.22953	-6.42463	-3.01767	0.857202	0	radar	7.96911	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577
1477010473199855	8.22934	-6.42477	-3.01767	0.85718	0	lidar	2.12285e-314	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577
1477010473254746	8.22964	-6.42516	-3.02417	0.862684	0	radar	9.98046	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269
1477010473309637	8.22964	-6.42599	-3.02416	0.862625	0	lidar	2.12285e-314	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269
1477010473364703	8.23034	-6.42668	-3.02969	0.867088	0	radar	6.79004	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401
1477010473419770	8.23038	-6.42824	-3.02967	0.86698	0	lidar	2.12285e-314	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398
1477010473474712	8.2314	-6.4292	-3.03566	0.871638	0	radar	7.6703	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014
1477010473529655	8.23146	-6.43158	-3.03563	0.871472	0	lidar	2.12285e-314	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012
1477010473579698	8.23287	-6.43287	-3.04227	0.876447	0	radar	9.1898	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828
1477010473629741	8.23326	-6.43561	-3.04223	0.876274	0	lidar	2.12285e-314	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828
1477010473684743	8.23487	-6.43705	-3.04869	0.880931	0	radar	8.50874	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717
1477010473739746	8.23525	-6.44053	-3.04864	0.880705	0	lidar	2.12285e-314	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715
1477010473794754	8.23726	-6.4423	-3.05507	0.885184	0	radar	8.77095	8.88546	-7.96913	8.9	-8	0.908945	-2.72688
1477010473849762	8.23764	-6.44654	-3.05501	0.884904	0	lidar	2.12285e-314	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687
1477010473904699	8.24003	-6.44863	-3.06164	0.889381	0	radar	9.70617	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027
1477010473959637	8.24074	-6.4532	-3.06157	0.889097	0	lidar	2.12285e-314	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026
1477010474009643	8.2434	-6.45552	-3.06964	0.894372	0	radar	13.0399	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963
1477010474059650	8.24406	-6.46083	-3.06956	0.894032	0	lidar	2.12285e-314	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996
1477010474109686	8.24706	-6.46343	-3.07716	0.898828	0	radar	12.5256	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783
1477010474159722	8.2478	-6.46943	-3.07707	0.898444	0	lidar	2.12285e-314	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784
1477010474214714	8.25141	-6.4725	-3.08253	0.901805	0	radar	10.9078	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844
1477010474269707	8.25216	-6.47896	-3.08243	0.901388	0	lidar	2.12285e-314	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843
1477010474324744	8.25583	-6.48211	-3.08967	0.905733	0	radar	13.7514	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543
1477010474379782	8.2566	-6.48926	-3.08956	0.905268	0	lidar	2.12285e-314	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542
1477010474434742	8.26085	-6.49289	-3.09716	0.909715	0	radar	16.7245	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927
